Lemma,PoS,Cons,Freq(ipm),Length
исследовать,v,ССЛДВТ,38.6,11
исследователь,s,ССЛДВТЛ,37.1,13
исследовательница,s,ССЛДВТЛНЦ,0.7,17
исследовательский,a,ССЛДВТЛСК,12.5,17
исследоваться,v,ССЛДВТС,3.7,13
сослуживец,s,ССЛЖВЦ,9.7,10
сослуживица,s,ССЛЖВЦ,0.8,11
сослужение,s,ССЛЖН,0.8,10
сослужить,v,ССЛЖТ,2.5,9
сосулька,s,ССЛК,3.1,8
ссылка,s,ССЛК,34.1,6
суслик,s,ССЛК,1.9,6
ссыльный,a,ССЛН,1.8,8
ссыльный,s,ССЛН,2.2,8
сусальный,a,ССЛН,0.6,9
сосланный,s,ССЛНН,0.8,9
сослепу,adv,ССЛП,0.5,7
сослать,v,ССЛТ,4.4,7
ссылать,v,ССЛТ,1.3,7
сослаться,v,ССЛТС,9.5,9
ссылаться,v,ССЛТС,18.7,9
ассамблея,s,ССМБЛ,5.2,9
ассимилировать,v,ССМЛРВТ,0.7,14
ассимилироваться,v,ССМЛРВТС,0.5,16
ассимиляция,s,ССМЛЦ,1.6,11
сейсморазведка,s,ССМРЗВДК,1.4,14
сейсмический,a,ССМЧСК,3.1,12
соосный,a,ССН,0.4,7
сосание,s,ССН,0.4,7
сосна,s,ССН,30.1,5
сосновый,a,ССНВ,11.4,8
сосновский,a,ССНВСК,3.6,10
ассенизатор,s,ССНЗТР,0.4,11
сосенка,s,ССНК,1.8,7
сосняк,s,ССНК,2.1,6
сосунок,s,ССНК,0.6,7
Сусанин,s.PROP,ССНН,2.1,7
соснуть,v,ССНТ,0.5,7
эссенция,s,ССНЦ,1.1,8
иссиня-черный,a,ССНЧРН,1.1,13
суспензия,s,ССПНЗ,5.6,9
суспензионный,a,ССПНЗНН,0.8,13
саспенс,s,ССПНС,0.4,7
ссыпать,v,ССПТ,1.5,7
ссыпаться,v,ССПТС,0.6,9
ссора,s,ССР,13.8,5
ССР,s.PROP,ССР,5.0,3
сосредоточивать,v,ССРДТЧВТ,0.9,15
сосредотачиваться,v,ССРДТЧВТС,1.2,17
сосредоточиваться,v,ССРДТЧВТС,1.8,17
сосредоточение,s,ССРДТЧН,3.6,14
сосредоточенно,adv,ССРДТЧНН,7.0,14
сосредоточенный,a,ССРДТЧНН,3.1,15
сосредоточенность,s,ССРДТЧННСТ,3.4,17
сосредоточить,v,ССРДТЧТ,17.9,13
сосредоточиться,v,ССРДТЧТС,13.1,15
ассирийский,a,ССРСК,0.8,11
уссурийский,a,ССРСК,1.2,11
ассорти,s,ССРТ,0.7,7
ссорить,v,ССРТ,0.5,7
ассортимент,s,ССРТМНТ,14.5,11
ассортиментный,a,ССРТМНТН,0.8,14
ссориться,v,ССРТС,10.9,9
ассириец,s,ССРЦ,0.4,8
сессия,s,ССС,21.1,6
сосиска,s,СССК,7.5,7
ассасин,s,СССН,0.4,7
СССР,s.PROP,СССР,148.3,4
эссеист,s,СССТ,0.5,7
ассистент,s,СССТНТ,8.4,9
ассистентка,s,СССТНТК,1.5,11
ассистировать,v,СССТРВТ,1.3,13
сосисочный,a,СССЧН,0.7,10
осесть,v,ССТ,10.4,6
сесть,v,ССТ,175.9,5
сиеста,s,ССТ,0.5,6
сосать,v,ССТ,7.5,6
ссать,v,ССТ,1.6,5
съесть,v,ССТ,43.2,6
состав,s,ССТВ,209.8,6
сустав,s,ССТВ,14.1,6
составление,s,ССТВЛН,16.8,11
составлять,v,ССТВЛТ,175.0,10
составляться,v,ССТВЛТС,6.3,12
составляющая,s,ССТВЛЩ,15.1,12
составной,a,ССТВН,11.0,9
суставный,a,ССТВН,1.8,9
составить,v,ССТВТ,121.6,9
составитель,s,ССТВТЛ,4.6,11
составиться,v,ССТВТС,0.9,11
состязание,s,ССТЗН,7.7,10
состязательный,a,ССТЗТЛН,1.0,14
состязательность,s,ССТЗТЛНСТ,2.0,16
состязаться,v,ССТЗТС,1.7,11
состыковать,v,ССТКВТ,0.4,11
ссутулиться,v,ССТЛТС,2.0,11
система,s,ССТМ,617.8,7
системообразующий,a,ССТМБРЗЩ,1.2,17
системно,adv,ССТМН,0.7,8
системный,a,ССТМН,17.3,9
системность,s,ССТМНСТ,0.9,11
систематизировать,v,ССТМТЗРВТ,3.0,17
систематизация,s,ССТМТЗЦ,2.2,14
систематика,s,ССТМТК,0.7,11
систематичность,s,ССТМТЧНСТ,0.4,15
систематически,adv,ССТМТЧСК,4.4,14
систематический,a,ССТМТЧСК,8.3,15
состояние,s,ССТН,294.4,9
съестной,a,ССТН,1.8,8
исступление,s,ССТПЛН,1.9,11
исступленно,adv,ССТПЛНН,1.5,11
исступленный,a,ССТПЛНН,1.8,12
исстари,adv,ССТР,0.7,7
сестра,s,ССТР,121.3,6
сострадание,s,ССТРДН,10.7,11
сострадать,v,ССТРДТ,1.8,10
сострадательный,a,ССТРДТЛН,1.1,15
исстрадаться,v,ССТРДТС,0.8,12
сестренка,s,ССТРНК,4.9,9
сестринский,a,ССТРНСК,0.8,11
состряпать,v,ССТРПТ,1.5,10
состарить,v,ССТРТ,0.7,9
сострить,v,ССТРТ,1.5,8
состроить,v,ССТРТ,1.1,9
состариться,v,ССТРТС,3.9,11
сеструха,s,ССТРХ,0.4,8
сестра-хозяйка,s,ССТРХЗК,0.4,14
сестрица,s,ССТРЦ,2.9,8
состричь,v,ССТРЧ,0.4,8
сестричка,s,ССТРЧК,3.2,9
сестричество,s,ССТРЧСТВ,0.5,12
усесться,v,ССТС,25.4,8
состоять,v,ССТТ,139.9,8
состоятельный,a,ССТТЛН,7.5,13
состоятельность,s,ССТТЛНСТ,1.2,15
состояться,v,ССТТС,103.1,10
иссохнуть,v,ССХНТ,0.5,9
ссохнуться,v,ССХНТС,1.3,10
иссохший,a,ССХШ,1.4,8
сосец,s,ССЦ,0.8,5
ассоциированный,a,ССЦРВНН,1.4,15
ассоциировать,v,ССЦРВТ,1.8,13
ассоциироваться,v,ССЦРВТС,7.2,15
ассоциативный,a,ССЦТВН,2.9,13
ассоциация,s,ССЦЦ,44.9,10
иссечь,v,ССЧ,1.0,6
сосочек,s,ССЧК,0.7,7
сосчитать,v,ССЧТТ,5.2,9
иссушать,v,ССШТ,0.6,8
иссушить,v,ССШТ,0.7,8
сосущий,a,ССЩ,0.8,7
сосуществование,s,ССЩСТВВН,4.2,15
сосуществовать,v,ССЩСТВВТ,3.2,14
аист,s,СТ,3.1,4
есть,v,СТ,94.7,4
истый,a,СТ,0.7,5
Осетия,s.PROP,СТ,4.3,6
осиять,v,СТ,0.5,6
ост,s,СТ,1.1,3
ость,s,СТ,0.6,4
сайт,s,СТ,33.8,4
сет,s,СТ,2.6,3
сеть,s,СТ,105.5,4
сеять,v,СТ,9.9,5
сити,s,СТ,2.0,4
сито,s,СТ,3.6,4
сиять,v,СТ,35.5,5
соитие,s,СТ,1.4,6
сойти,v,СТ,55.4,5
сота,s,СТ,1.2,4
сотая,s,СТ,1.2,5
сотый,anum,СТ,3.6,5
стая,s,СТ,14.9,4
сто,num,СТ,120.7,3
стоя,adv,СТ,2.4,4
суета,s,СТ,19.6,5
суть,s,СТ,104.9,4
сыто,adv,СТ,0.8,4
сытый,a,СТ,14.8,5
сюита,s,СТ,1.4,5
уесть,v,СТ,0.6,5
усатый,a,СТ,8.2,6
усеять,v,СТ,4.2,6
уста,s,СТ,20.3,4
устой,s,СТ,5.7,5
устье,s,СТ,7.3,5
стеб,s,СТБ,0.6,4
стебель,s,СТБЛ,13.3,7
стеблевой,a,СТБЛВ,0.4,9
стабилизировать,v,СТБЛЗРВТ,4.3,15
стабилизироваться,v,СТБЛЗРВТС,2.3,17
стабилизатор,s,СТБЛЗТР,2.1,12
стабилизация,s,СТБЛЗЦ,9.4,12
стабилизационный,a,СТБЛЗЦНН,2.3,16
стебелек,s,СТБЛК,1.7,8
стабильно,adv,СТБЛН,4.0,9
стабильный,a,СТБЛН,19.5,10
стабильность,s,СТБЛНСТ,25.1,12
истеблишмент,s,СТБЛШМНТ,1.9,12
стойбище,s,СТБЩ,1.2,8
истово,adv,СТВ,2.8,6
истовый,a,СТВ,1.4,7
остов,s,СТВ,2.9,5
сетевой,a,СТВ,10.2,7
сотовый,a,СТВ,11.9,7
Стив,s.PROP,СТВ,3.1,4
устав,s,СТВ,33.5,5
яство,s,СТВ,2.5,5
ставка,s,СТВК,55.7,6
ствол,s,СТВЛ,49.5,5
стволовой,a,СТВЛВ,1.6,9
стволик,s,СТВЛК,0.6,7
оставление,s,СТВЛН,3.3,10
ствольный,a,СТВЛН,1.0,9
ставленник,s,СТВЛННК,2.0,10
оставлять,v,СТВЛТ,81.4,9
оставляться,v,СТВЛТС,1.0,11
остывание,s,СТВН,0.4,9
сетование,s,СТВН,1.4,9
ставень,s,СТВН,2.9,7
ставня,s,СТВН,1.1,6
Стивен,s.PROP,СТВН,3.0,6
уставной,a,СТВН,10.5,8
уставный,a,СТВН,3.7,8
створ,s,СТВР,1.8,5
створка,s,СТВРК,7.4,7
сотворение,s,СТВРН,3.9,10
Ставрополь,s.PROP,СТВРПЛ,2.3,10
ставропольский,a,СТВРПЛСК,5.7,14
сотворить,v,СТВРТ,15.0,9
сотворять,v,СТВРТ,0.6,9
сотворчество,s,СТВРЧСТВ,0.5,12
сотоварищ,s,СТВРЩ,1.9,9
истаивать,v,СТВТ,0.5,9
оставить,v,СТВТ,210.5,8
остывать,v,СТВТ,5.7,8
сетовать,v,СТВТ,7.2,8
ставить,v,СТВТ,138.7,7
уставать,v,СТВТ,14.3,8
уставить,v,СТВТ,5.9,8
оставаться,v,СТВТС,327.4,10
ставиться,v,СТВТС,17.2,9
уставиться,v,СТВТС,26.7,10
соответствие,s,СТВТСТВ,141.0,12
соответствовать,v,СТВТСТВВТ,98.1,15
соответственно,adv,СТВТСТВНН,66.0,14
соответственно,conj,СТВТСТВНН,3.5,14
соответственно,pr,СТВТСТВНН,1.2,14
соответственный,a,СТВТСТВНН,1.8,15
соответствующий,a,СТВТСТВЩ,121.8,15
соответчик,s,СТВТЧК,0.4,10
стог,s,СТГ,4.2,4
стяг,s,СТГ,1.3,4
стягивать,v,СТГВТ,4.5,9
стягиваться,v,СТГВТС,1.2,11
стеганый,a,СТГН,1.9,8
стегнуть,v,СТГНТ,0.4,8
стагнация,s,СТГНЦ,2.0,9
стегать,v,СТГТ,0.9,7
стадия,s,СТД,47.3,6
стадо,s,СТД,18.6,5
студия,s,СТД,37.4,6
стыд,s,СТД,22.5,4
студебеккер,s,СТДБККР,0.7,11
стыдливо,adv,СТДЛВ,3.1,8
стыдливый,a,СТДЛВ,1.5,9
стыдливость,s,СТДЛВСТ,1.1,11
стодолларовый,a,СТДЛЛРВ,1.4,13
стадион,s,СТДН,17.6,7
стадный,a,СТДН,0.8,7
студеный,a,СТДН,2.9,8
студень,s,СТДН,1.8,7
студийный,a,СТДН,2.1,9
стыдно,adv,СТДН,43.5,6
стыдный,a,СТДН,3.5,7
студенистый,a,СТДНСТ,0.8,11
студент,s,СТДНТ,105.4,7
студентка,s,СТДНТК,11.2,9
студенческий,a,СТДНЧСК,24.1,12
студенчество,s,СТДНЧСТВ,2.0,12
остудить,v,СТДТ,2.6,8
студить,v,СТДТ,0.5,7
стыдить,v,СТДТ,1.7,7
стыдиться,v,СТДТС,11.1,9
устыдиться,v,СТДТС,2.2,10
студиец,s,СТДЦ,1.3,7
стаж,s,СТЖ,13.3,4
стужа,s,СТЖ,3.3,5
стежка,s,СТЖК,1.0,6
стежок,s,СТЖК,1.7,6
стожок,s,СТЖК,0.7,6
стяжка,s,СТЖК,0.7,6
стяжание,s,СТЖН,0.5,8
стажер,s,СТЖР,1.9,6
стажировка,s,СТЖРВК,3.8,10
стажироваться,v,СТЖРВТС,1.1,13
стажерка,s,СТЖРК,0.4,8
остужать,v,СТЖТ,0.7,8
стяжать,v,СТЖТ,1.0,7
стяжательство,s,СТЖТЛСТВ,0.7,13
стезя,s,СТЗ,2.5,5
истязание,s,СТЗН,1.4,9
истязать,v,СТЗТ,1.6,8
исток,s,СТК,14.8,5
сетка,s,СТК,24.1,5
сотка,s,СТК,4.6,5
стайка,s,СТК,5.6,6
стейк,s,СТК,0.7,5
стек,s,СТК,0.8,4
стоик,s,СТК,0.5,5
стойка,s,СТК,29.1,6
стойкий,a,СТК,10.1,7
стойко,adv,СТК,3.4,6
сток,s,СТК,5.2,4
стояк,s,СТК,0.9,5
стук,intj,СТК,0.7,4
стук,s,СТК,23.5,4
стык,s,СТК,6.3,4
сутки,s,СТК,85.4,5
стыковой,a,СТКВ,0.7,8
стыковка,s,СТКВК,1.6,8
стыковаться,v,СТКВТС,0.9,11
стыковочный,a,СТКВЧН,0.6,11
Стокгольм,s.PROP,СТКГЛМ,4.4,9
стокгольмский,a,СТКГЛМСК,0.9,13
эстакада,s,СТКД,2.5,8
стекло,s,СТКЛ,102.8,6
стекловидный,a,СТКЛВДН,0.5,12
стекловолокно,s,СТКЛВЛКН,0.5,13
стеклодув,s,СТКЛДВ,0.6,9
остекление,s,СТКЛН,1.1,10
стекольный,a,СТКЛН,1.2,10
стеклянно,adv,СТКЛНН,0.4,9
стеклянный,a,СТКЛНН,32.5,10
остекленеть,v,СТКЛНТ,1.3,11
стекленеть,v,СТКЛНТ,0.4,10
стеклоподъемник,s,СТКЛПДМНК,0.6,15
стеклопакет,s,СТКЛПКТ,1.4,11
стеклопластик,s,СТКЛПЛСТК,0.5,13
стеклопластиковый,a,СТКЛПЛСТКВ,0.4,17
стеклярус,s,СТКЛРС,0.4,9
остеклить,v,СТКЛТ,0.5,9
стеклотара,s,СТКЛТР,0.9,10
стеклоочиститель,s,СТКЛЧСТТЛ,0.4,16
стеклышко,s,СТКЛШК,2.5,9
стекляшка,s,СТКЛШК,2.1,9
стекольщик,s,СТКЛЩК,2.3,10
истукан,s,СТКН,3.6,7
стакан,s,СТКН,72.8,6
стукнуть,v,СТКНТ,16.9,8
стукнуться,v,СТКНТС,3.0,10
стаканчик,s,СТКНЧК,8.6,9
стикер,s,СТКР,0.4,6
стократ,adv,СТКРТ,0.5,7
стойкость,s,СТКСТ,7.1,9
истекать,v,СТКТ,6.0,8
соткать,v,СТКТ,2.2,7
стекать,v,СТКТ,7.4,7
стукать,v,СТКТ,1.2,7
стекаться,v,СТКТС,2.6,9
стукаться,v,СТКТС,1.2,9
стукач,s,СТКЧ,5.8,6
стукачество,s,СТКЧСТВ,0.5,11
истекший,a,СТКШ,2.7,8
сеятель,s,СТЛ,1.0,7
сталь,s,СТЛ,16.3,5
стела,s,СТЛ,1.0,5
стиль,s,СТЛ,91.4,5
стойло,s,СТЛ,2.1,6
стол,s,СТЛ,402.5,4
столь,advpro,СТЛ,143.9,5
стул,s,СТЛ,87.6,4
стылый,a,СТЛ,1.5,6
сутулый,a,СТЛ,4.3,7
устало,adv,СТЛ,12.9,6
усталый,a,СТЛ,23.0,7
усталь,s,СТЛ,2.5,6
столб,s,СТЛБ,32.7,5
столбовой,a,СТЛБВ,1.1,9
столбик,s,СТЛБК,6.7,7
столбняк,s,СТЛБНК,1.1,8
остолбенеть,v,СТЛБНТ,3.5,11
столбенеть,v,СТЛБНТ,0.4,10
столбец,s,СТЛБЦ,3.0,7
стилевой,a,СТЛВ,1.7,8
столовая,s,СТЛВ,36.5,8
столовый,a,СТЛВ,15.8,8
суетливо,adv,СТЛВ,3.2,8
суетливый,a,СТЛВ,4.4,9
столовка,s,СТЛВК,2.0,8
сталевар,s,СТЛВР,1.9,8
столовский,a,СТЛВСК,0.5,10
суетливость,s,СТЛВСТ,0.8,11
истлевать,v,СТЛВТ,0.5,9
сутуловатый,a,СТЛВТ,0.6,11
столоваться,v,СТЛВТС,0.4,11
стиляга,s,СТЛГ,2.0,7
сталагмит,s,СТЛГМТ,0.7,9
стилизованный,a,СТЛЗВНН,1.8,13
стилизовать,v,СТЛЗВТ,1.7,11
стилизация,s,СТЛЗЦ,1.8,10
стелька,s,СТЛК,1.5,7
столик,s,СТЛК,60.0,6
столько,advpro,СТЛК,54.3,7
столько,num,СТЛК,99.7,7
сутолока,s,СТЛК,1.5,8
истолковывать,v,СТЛКВВТ,1.0,13
истолковываться,v,СТЛКВВТС,0.4,15
истолкование,s,СТЛКВН,3.0,12
истолковать,v,СТЛКВТ,5.4,11
сталкивать,v,СТЛКВТ,2.2,10
сталкиваться,v,СТЛКВТС,25.0,12
столковаться,v,СТЛКВТС,0.4,12
столкновение,s,СТЛКНВН,21.7,12
столкнуть,v,СТЛКНТ,4.0,9
столкнуться,v,СТЛКНТС,29.8,11
сталкер,s,СТЛКР,1.4,7
столько-то,advpro,СТЛКТ,3.6,10
сталактит,s,СТЛКТТ,0.5,9
Стелла,s.PROP,СТЛЛ,2.5,6
стеллаж,s,СТЛЛЖ,6.5,7
стеллажный,a,СТЛЛЖН,0.4,10
сателлит,s,СТЛЛТ,1.8,8
сталелитейный,a,СТЛЛТН,1.4,13
стеллецкий,a,СТЛЛЦК,0.4,10
усть-илимский,a,СТЛМСК,0.5,13
остальное,spro,СТЛН,49.4,9
остальной,apro,СТЛН,102.2,9
остальные,spro,СТЛН,46.4,9
сиятельный,a,СТЛН,0.8,10
Сталин,s.PROP,СТЛН,166.7,6
стальной,a,СТЛН,24.8,8
стильно,adv,СТЛН,1.1,7
стильный,a,СТЛН,5.5,8
стольный,a,СТЛН,0.5,8
Сталинград,s.PROP,СТЛНГРД,10.6,10
сталинградский,a,СТЛНГРДСК,3.8,14
сталинизм,s,СТЛНЗМ,4.3,9
стланик,s,СТЛНК,1.1,7
стольник,s,СТЛНК,0.8,8
