Lemma,PoS,Cons,Freq(ipm),Length
комплектность,s,КМПЛКТНСТ,0.6,13
комплектация,s,КМПЛКТЦ,5.9,12
комплектующие,s,КМПЛКТЩ,4.8,13
комплекция,s,КМПЛКЦ,1.5,10
комплимент,s,КМПЛМНТ,10.6,10
комплемент,s,КМПЛМНТ,1.1,10
компиляция,s,КМПЛЦ,0.8,10
компания,s,КМПН,392.7,8
кампания,s,КМПН,49.2,8
компоновка,s,КМПНВК,2.6,10
кемпинг,s,КМПНГ,0.5,7
компаньон,s,КМПНН,4,9
компонент,s,КМПННТ,43.6,9
компонента,s,КМПННТ,6.3,10
компенсация,s,КМПНСЦ,21.9,11
коми-пермяк,s,КМПРМК,0.5,11
компромисс,s,КМПРМСС,17.2,10
компромат,s,КМПРМТ,5.3,9
компресс,s,КМПРСС,2,8
компрессор,s,КМПРССР,4.6,10
компартия,s,КМПРТ,9.6,9
компас,s,КМПС,4.8,6
кампус,s,КМПС,1,6
компост,s,КМПСТ,0.8,7
компот,s,КМПТ,7.2,6
компетентность,s,КМПТНТНСТ,3.1,14
компетенция,s,КМПТНЦ,16,11
компьютер,s,КМПТР,63.2,9
компьютеризация,s,КМПТРЗЦ,1.5,15
компьютерщик,s,КМПТРЩК,1.1,12
камера,s,КМР,67.9,6
комар,s,КМР,15.2,5
кумир,s,КМР,11.9,5
камергер,s,КМРГР,0.6,8
камердинер,s,КМРДНР,1.9,10
каморка,s,КМРК,4.1,7
комарик,s,КМРК,0.8,7
камарилья,s,КМРЛ,0.5,9
камеристка,s,КМРСТК,0.5,10
камертон,s,КМРТН,1.2,8
кумыс,s,КМС,0.7,5
комсомол,s,КМСМЛ,13.5,8
комсомолка,s,КМСМЛК,4,10
комсомолец,s,КМСМЛЦ,12,10
комсорг,s,КМСРГ,2.3,7
комиссия,s,КМСС,119.3,8
комиссионка,s,КМССНК,1.2,11
комиссионные,s,КМССНН,0.8,12
комиссионер,s,КМССНР,1.2,11
комиссар,s,КМССР,21.7,8
комиссариат,s,КМССРТ,3.1,11
комсостав,s,КМССТВ,0.7,9
акмеист,s,КМСТ,0.8,7
комета,s,КМТ,3.6,6
комитент,s,КМТНТ,1,8
комитет,s,КМТТ,108.1,7
комитетчик,s,КМТТЧК,0.5,10
камуфляж,s,КМФЛЖ,4.3,8
камфара,s,КМФР,0.6,7
комфорт,s,КМФРТ,11.9,7
комфортность,s,КМФРТНСТ,1.4,12
кумач,s,КМЧ,1,5
комочек,s,КМЧК,3.9,7
каемочка,s,КМЧК,0.5,8
камыш,s,КМШ,5.3,5
камешек,s,КМШК,8.1,7
камушек,s,КМШК,6.3,7
окно,s,КН,280.8,4
кино,s,КН,99.4,4
конь,s,КН,50.9,4
океан,s,КН,49.8,5
икона,s,КН,36.2,5
кон,s,КН,8.9,3
окунь,s,КН,3.5,5
акын,s,КН,0.5,4
конвой,s,КНВ,10.1,6
канава,s,КНВ,8.7,6
канва,s,КНВ,2,5
киновед,s,КНВД,0.6,7
коневодство,s,КНВДСТВ,0.5,11
коновязь,s,КНВЗ,0.7,8
канавка,s,КНВК,1.8,7
конвекция,s,КНВКЦ,0.7,9
конвульсия,s,КНВЛС,1.5,10
конвойный,s,КНВН,1.9,9
конвент,s,КНВНТ,0.6,7
конвенция,s,КНВНЦ,16.1,9
конвейер,s,КНВР,11.4,8
конвоир,s,КНВР,5.9,7
киноварь,s,КНВР,0.7,8
конвергенция,s,КНВРГНЦ,1.3,12
конверсия,s,КНВРС,3.3,9
конверт,s,КНВРТ,25.4,7
конвертик,s,КНВРТК,0.9,9
конвертер,s,КНВРТР,0.7,9
конвертация,s,КНВРТЦ,1.2,11
книга,s,КНГ,413.9,5
книгоиздание,s,КНГЗДН,1.8,12
книголюб,s,КНГЛБ,1.2,8
конгломерат,s,КНГЛМРТ,1.4,11
княгиня,s,КНГН,11.6,7
книгоноша,s,КНГНШ,1.5,9
книгопечатание,s,КНГПЧТН,0.6,14
кенгуру,s,КНГР,2.1,7
киногерой,s,КНГР,0.8,9
киногруппа,s,КНГРПП,0.7,10
конгресс,s,КНГРСС,19.8,8
конгрессмен,s,КНГРССМН,1.2,11
иконография,s,КНГРФ,0.9,11
конъюгат,s,КНГТ,1.2,8
книгохранилище,s,КНГХРНЛЩ,0.7,14
книгочей,s,КНГЧ,0.7,8
уик-энд,s,КНД,3,7
кандей,s,КНД,1.1,6
кандидат,s,КНДДТ,67.4,8
кандидатка,s,КНДДТК,0.5,10
кандидатура,s,КНДДТР,17.6,11
кондуктор,s,КНДКТР,2.8,9
кондукторша,s,КНДКТРШ,0.8,11
кандалы,s,КНДЛ,1.8,7
канделябр,s,КНДЛБР,1.4,9
кондоминиум,s,КНДМНМ,0.9,11
конденсат,s,КНДНСТ,4.9,9
конденсатор,s,КНДНСТР,1.9,11
конденсация,s,КНДНСЦ,1.1,11
кондор,s,КНДР,1.2,6
кинодраматург,s,КНДРМТРГ,0.6,13
кондратий,s,КНДРТ,0.9,9
кондрашка,s,КНДРШК,0.5,9
кондитер,s,КНДТР,1.1,8
кондитерская,s,КНДТРСК,1.2,12
канадец,s,КНДЦ,3.6,7
кондиция,s,КНДЦ,2.2,8
кондиционер,s,КНДЦНР,8.2,11
кондиционирование,s,КНДЦНРВН,1.5,17
книжка,s,КНЖК,75.1,6
кинжал,s,КНЖЛ,6.7,6
княжна,s,КНЖН,6.2,6
княжение,s,КНЖН,0.7,8
книжник,s,КНЖНК,2.4,7
книжонка,s,КНЖНК,1,8
киножурнал,s,КНЖРНЛ,0.8,10
княжество,s,КНЖСТВ,3.6,9
книжица,s,КНЖЦ,1.9,7
княжич,s,КНЖЧ,2.2,6
книжечка,s,КНЖЧК,7.3,8
князь,s,КНЗ,86,5
кинза,s,КНЗ,0.6,5
кинозвезда,s,КНЗВЗД,3,10
князек,s,КНЗК,0.6,6
кинозал,s,КНЗЛ,1.9,7
кинозритель,s,КНЗРТЛ,0.5,11
коньяк,s,КНК,36.2,6
конек,s,КНК,12,5
иконка,s,КНК,2.1,6
конка,s,КНК,0.5,5
окунек,s,КНК,0.5,6
конькобежец,s,КНКБЖЦ,1.1,11
каникулы,s,КНКЛ,15.2,8
кинокомедия,s,КНКМД,1,11
кинокомпания,s,КНКМПН,0.6,12
кинокамера,s,КНКМР,1.8,10
канкан,s,КНКН,0.5,6
киноэкран,s,КНКРН,0.6,9
конкурент,s,КНКРНТ,30.7,9
конкурентка,s,КНКРНТК,0.6,11
конкурентоспособность,s,КНКРНТСПСБНСТ,10.5,21
конкуренция,s,КНКРНЦ,31.1,11
конкурс,s,КНКРС,75.3,7
конкурсант,s,КНКРСНТ,1,10
конкретизация,s,КНКРТЗЦ,1.7,13
конкретика,s,КНКРТК,1.3,10
кинокритик,s,КНКРТК,0.6,10
кинокритика,s,КНКРТК,0.5,11
кинокартина,s,КНКРТН,1.6,11
конкретность,s,КНКРТНСТ,2.3,12
книксен,s,КНКСН,0.6,7
конкистадор,s,КНКСТДР,0.5,11
киноактер,s,КНКТР,2.5,9
киноактриса,s,КНКТРС,1.3,11
канал,s,КНЛ,71.5,5
каналья,s,КНЛ,0.5,7
кинолог,s,КНЛГ,0.5,7
океанология,s,КНЛГ,0.5,11
канализация,s,КНЛЗЦ,5.8,11
кинолента,s,КНЛНТ,1.4,9
экономия,s,КНМ,15.4,8
эконом,s,КНМ,0.6,6
экономика,s,КНМК,156.3,9
экономка,s,КНМК,1.4,8
эконом-класс,s,КНМКЛСС,0.7,12
экономразвитие,s,КНМРЗВТ,0.5,14
экономист,s,КНМСТ,16.8,9
кинематограф,s,КНМТГРФ,10.7,12
кинематография,s,КНМТГРФ,3.6,14
кинематографист,s,КНМТГРФСТ,6,15
киномеханик,s,КНМХНК,1.3,11
экономичность,s,КНМЧНСТ,1.6,13
канон,s,КНН,21.9,5
канун,s,КНН,7.2,5
каньон,s,КНН,2.8,6
конина,s,КНН,1.2,6
каннибализм,s,КННБЛЗМ,0.5,11
конунг,s,КННГ,10.2,6
канонада,s,КННД,1.5,8
канонизация,s,КННЗЦ,2.3,11
конник,s,КННК,1,6
конъюнктивит,s,КННКТВТ,0.5,12
конъюнктура,s,КННКТР,9.8,11
коннотация,s,КННТЦ,0.5,10
конница,s,КННЦ,2.4,7
канапе,s,КНП,0.7,6
кнопка,s,КНПК,33,6
конопля,s,КНПЛ,1.8,7
кинопленка,s,КНПЛНК,1.4,10
киноаппарат,s,КНППРТ,0.7,11
кинопроба,s,КНПРБ,2,9
кинопроизводство,s,КНПРЗВДСТВ,0.5,16
кинопрокат,s,КНПРКТ,1.3,10
кинооператор,s,КНПРТР,1.9,12
иконопись,s,КНПС,1.4,9
иконописец,s,КНПСЦ,1.4,10
кнопочка,s,КНПЧК,6.4,8
конопушка,s,КНПШК,0.5,9
конура,s,КНР,2.5,6
кинорежиссер,s,КНРЖССР,5.4,12
канарейка,s,КНРК,2.9,9
конармия,s,КНРМ,0.5,8
конармеец,s,КНРМЦ,0.5,9
киноартист,s,КНРТСТ,1.1,10
конус,s,КНС,4.8,5
кунс,s,КНС,1.2,4
кинескоп,s,КНСКП,0.8,8
киноискусство,s,КНСКССТВ,1.1,13
консул,s,КНСЛ,4.8,6
консоль,s,КНСЛ,1.7,7
консолидация,s,КНСЛДЦ,7,12
консилиум,s,КНСЛМ,1.6,9
консульство,s,КНСЛСТВ,3.8,11
консалтинг,s,КНСЛТНГ,1.4,10
консультант,s,КНСЛТНТ,13.3,11
консультирование,s,КНСЛТРВН,1.9,16
консультация,s,КНСЛТЦ,21.7,12
киносъемка,s,КНСМК,1.4,10
киносеанс,s,КНСНС,0.5,9
консенсус,s,КНСНСС,3.2,9
конспект,s,КНСПКТ,4,8
конспиратор,s,КНСПРТР,0.5,11
конспирация,s,КНСПРЦ,3.7,11
консервы,s,КНСРВ,11.1,8
консервант,s,КНСРВНТ,1.1,10
консервирование,s,КНСРВРВН,1.9,15
консервативность,s,КНСРВТВНСТ,0.5,16
консерватизм,s,КНСРВТЗМ,3.9,12
консерватория,s,КНСРВТР,16.8,13
консерватор,s,КНСРВТР,4.8,11
консервация,s,КНСРВЦ,2.5,11
консьерж,s,КНСРЖ,0.5,8
консьержка,s,КНСРЖК,0.9,10
консорциум,s,КНСРЦМ,4.3,10
кнессет,s,КНССТ,1.8,7
консистенция,s,КНССТНЦ,2.5,12
консистория,s,КНССТР,1,11
киностудия,s,КНСТД,4.6,10
кунсткамера,s,КНСТКМР,1.4,11
константа,s,КНСТНТ,4.5,9
канистра,s,КНСТР,3.4,8
конструкт,s,КНСТРКТ,1.2,9
конструктивизм,s,КНСТРКТВЗМ,1.2,14
конструктивист,s,КНСТРКТВСТ,0.6,14
конструктор,s,КНСТРКТР,25.6,11
конструкция,s,КНСТРКЦ,57.6,11
конструирование,s,КНСТРРВН,6.2,15
иконостас,s,КНСТС,4.3,9
конституция,s,КНСТТЦ,46.7,11
констатация,s,КНСТТЦ,2.5,11
конституционность,s,КНСТТЦННСТ,1.9,17
киносценарий,s,КНСЦНР,0.8,12
канат,s,КНТ,9,5
кнут,s,КНТ,8.2,4
кант,s,КНТ,7,4
кьянти,s,КНТ,2.8,6
аконит,s,КНТ,1,6
канотье,s,КНТ,0.6,7
окантовка,s,КНТВК,0.8,9
кентавр,s,КНТВР,1.6,7
контузия,s,КНТЗ,2.3,8
кинетика,s,КНТК,2.8,8
канатик,s,КНТК,0.8,7
контекст,s,КНТКСТ,28.7,8
контакт,s,КНТКТ,56.3,7
контактор,s,КНТКТР,0.9,9
канитель,s,КНТЛ,1.4,8
контаминация,s,КНТМНЦ,0.5,12
кантон,s,КНТН,2.2,6
контингент,s,КНТНГНТ,8.9,10
континуум,s,КНТНМ,1.2,9
континент,s,КНТННТ,15.5,9
контейнер,s,КНТНР,15.2,9
контент,s,КНТНТ,0.8,7
контора,s,КНТР,28.2,7
контур,s,КНТР,15.3,6
контра,s,КНТР,1,6
кантри,s,КНТР,0.9,6
контрабанда,s,КНТРБНД,4.3,11
контрабандист,s,КНТРБНДСТ,1.4,13
контрабас,s,КНТРБС,4.3,9
контрабасист,s,КНТРБССТ,0.5,12
контрибуция,s,КНТРБЦ,0.5,11
контрагент,s,КНТРГНТ,2.4,10
контригра,s,КНТРГР,0.5,9
контр-адмирал,s,КНТРДМРЛ,2.1,13
контрудар,s,КНТРДР,1,9
конторка,s,КНТРК,1.7,8
контрик,s,КНТРК,0.5,7
контракт,s,КНТРКТ,49.3,8
контрактник,s,КНТРКТНК,4.9,11
контроль,s,КНТРЛ,131.2,8
контроллер,s,КНТРЛЛР,2.3,10
контрольная,s,КНТРЛН,0.5,11
контролер,s,КНТРЛР,5.9,9
контролерша,s,КНТРЛРШ,0.7,11
контральто,s,КНТРЛТ,0.5,10
контрмера,s,КНТРМР,0.7,9
контрамарка,s,КНТРМРК,0.7,11
контрнаступление,s,КНТРНСТПЛН,1.1,16
контрапункт,s,КНТРПНКТ,1,11
контрреволюция,s,КНТРРВЛЦ,2.5,14
контрреволюционер,s,КНТРРВЛЦНР,0.9,17
контраргумент,s,КНТРРГМНТ,0.6,13
контрразведка,s,КНТРРЗВДК,7.2,13
контрразведчик,s,КНТРРЗВДЧК,1.7,14
контраст,s,КНТРСТ,9.7,8
контрастность,s,КНТРСТНСТ,1,13
контратака,s,КНТРТК,2.4,10
контрацептив,s,КНТРЦПТВ,0.8,12
контрацепция,s,КНТРЦПЦ,0.6,12
кантата,s,КНТТ,1.1,7
кинотеатр,s,КНТТР,19,9
канатоходец,s,КНТХДЦ,0.7,11
конфигурация,s,КНФГРЦ,9.5,12
конфиденциальность,s,КНФДНЦЛНСТ,2.3,18
конфедерация,s,КНФДРЦ,2.7,12
конфуз,s,КНФЗ,3.3,6
канифоль,s,КНФЛ,0.7,8
конфликт,s,КНФЛКТ,71.1,8
конфликтность,s,КНФЛКТНСТ,0.7,13
кинофильм,s,КНФЛМ,6.5,9
конфорка,s,КНФРК,1.7,8
кинофорум,s,КНФРМ,1.3,9
конформизм,s,КНФРМЗМ,1.6,10
конформер,s,КНФРМР,1,9
конформист,s,КНФРМСТ,0.6,10
конформация,s,КНФРМЦ,0.6,11
конферансье,s,КНФРНС,2.4,11
конфронтация,s,КНФРНТЦ,3.9,12
конференция,s,КНФРНЦ,57.9,11
конференц-зал,s,КНФРНЦЗЛ,2.6,13
конфискация,s,КНФСКЦ,5.8,11
конфессия,s,КНФСС,4.1,9
кинофестиваль,s,КНФСТВЛ,4.1,13
конфета,s,КНФТ,19.6,7
конфетка,s,КНФТК,3.4,8
конфетти,s,КНФТТ,0.6,8
конфуцианство,s,КНФЦНСТВ,0.5,13
конюх,s,КНХ,2.5,5
кинохроника,s,КНХРНК,1.6,11
кнехт,s,КНХТ,0.5,5
конец,s,КНЦ,634.7,5
оконце,s,КНЦ,4.7,6
куница,s,КНЦ,0.5,6
концовка,s,КНЦВК,2.9,8
концлагерь,s,КНЦЛГР,5.9,10
канцелярия,s,КНЦЛР,10.5,10
канцлер,s,КНЦЛР,6.2,7
киноцентр,s,КНЦНТР,1.1,9
концентр,s,КНЦНТР,0.5,8
концентрирование,s,КНЦНТРРВН,0.8,16
концентрат,s,КНЦНТРТ,6.2,10
концентрация,s,КНЦНТРЦ,40.1,12
концепт,s,КНЦПТ,2.5,7
концепт-кар,s,КНЦПТКР,0.6,11
концептуализм,s,КНЦПТЛЗМ,0.5,13
концептуализация,s,КНЦПТЛЗЦ,0.6,16
концепция,s,КНЦПЦ,71.9,9
концерн,s,КНЦРН,15.9,7
концерт,s,КНЦРТ,90.2,7
концертмейстер,s,КНЦРТМСТР,1.6,14
концессия,s,КНЦСС,2.2,9
кончик,s,КНЧК,19.8,6
коньячок,s,КНЧК,2.4,8
окончание,s,КНЧН,58.9,9
кончина,s,КНЧН,12.4,7
конечность,s,КНЧНСТ,8.6,10
оконечность,s,КНЧНСТ,1.3,11
окончательность,s,КНЧТЛНСТ,0.5,15
киношка,s,КНШК,0.6,7
конюшня,s,КНШН,11.5,7
киношник,s,КНШНК,1.6,8
копия,s,КП,33.7,5
купе,s,КП,16.7,4
окоп,s,КП,14.7,4
копье,s,КП,10,5
копа,s,КП,4.1,4
кипа,s,КП,3.5,4
кеп,s,КП,2.5,3
капа,s,КП,1.8,4
кап,s,КП,1.7,3
купа,s,КП,1.1,4
кепи,s,КП,0.8,4
копи,s,КП,0.6,4
капвложения,s,КПВЛЖН,0.7,11
купидон,s,КПДН,1.1,7
экипаж,s,КПЖ,34.8,6
копейка,s,КПК,35.2,7
кепка,s,КПК,12.1,5
капкан,s,КПКН,3.7,6
капля,s,КПЛ,44.7,5
купол,s,КПЛ,17.2,5
купель,s,КПЛ,1.4,6
капель,s,КПЛ,1.1,6
купля,s,КПЛ,0.8,5
капли,s,КПЛ,0.7,5
капелька,s,КПЛК,8.8,8
копилка,s,КПЛК,2.2,7
капелла,s,КПЛЛ,3.1,7
капеллан,s,КПЛЛН,0.5,8
капилляр,s,КПЛЛР,2.7,8
купальня,s,КПЛН,1,8
каплун,s,КПЛН,0.5,6
купальник,s,КПЛНК,4,9
капельница,s,КПЛНЦ,2.6,10
купля-продажа,s,КПЛПРДЖ,7.2,13
куплет,s,КПЛТ,4.6,6
купальщик,s,КПЛЩК,0.7,9
окупаемость,s,КПМСТ,2.2,11
купание,s,КПН,5.4,7
кипение,s,КПН,4.6,7
копна,s,КПН,3,5
купон,s,КПН,2.5,5
купанье,s,КПН,0.9,7
купина,s,КПН,0.7,6
копание,s,КПН,0.5,7
капонир,s,КПНР,0.5,7
каппа,s,КПП,0.8,5
купюра,s,КПР,12.7,6
экипировка,s,КПРВК,2.3,10
копирование,s,КПРВН,2.5,11
каприз,s,КПРЗ,7.1,6
копирка,s,КПРК,1,7
капрал,s,КПРЛ,2.8,6
капремонт,s,КПРМНТ,1,9
капрон,s,КПРН,0.6,6
кипарис,s,КПРС,2.4,7
купорос,s,КПРС,0.8,7
каперс,s,КПРС,0.5,6
киприот,s,КПРТ,0.5,7
кооператив,s,КПРТВ,16.4,10
кооператор,s,КПРТР,1.7,10
копирайтер,s,КПРТР,0.6,10
кооперация,s,КПРЦ,8,10
капсула,s,КПСЛ,4.6,7
капсюль,s,КПСЛ,0.8,7
капуста,s,КПСТ,21.7,7
капустка,s,КПСТК,0.6,8
капустник,s,КПСТНК,2.4,9
капстрана,s,КПСТРН,0.5,9
копыто,s,КПТ,10.7,6
капот,s,КПТ,7.5,5
копоть,s,КПТ,3.5,6
капут,s,КПТ,1.1,5
кипяток,s,КПТК,11,7
капитал,s,КПТЛ,65.6,7
капитель,s,КПТЛ,0.7,8
капитул,s,КПТЛ,0.6,7
капиталовложение,s,КПТЛВЛЖН,3.3,16
капитализм,s,КПТЛЗМ,17.4,10
капитализация,s,КПТЛЗЦ,4.7,13
коптилка,s,КПТЛК,1.4,8
кипятильник,s,КПТЛНК,1.6,11
капиталист,s,КПТЛСТ,5.3,10
капитуляция,s,КПТЛЦ,3.9,11
капитан,s,КПТН,119,7
капитан-лейтенант,s,КПТНЛТННТ,1,17
каптерка,s,КПТРК,1.8,8
копытце,s,КПТЦ,1.1,7
кипяточек,s,КПТЧК,0.5,9
купец,s,КПЦ,12.5,5
капуцин,s,КПЦН,0.6,7
купчая,s,КПЧ,0.6,6
копеечка,s,КПЧК,2.7,8
кепочка,s,КПЧК,1.7,7
копчик,s,КПЧК,1.2,6
окопчик,s,КПЧК,0.7,7
кипячение,s,КПЧН,1.4,9
копчение,s,КПЧН,1.2,8
копченость,s,КПЧНСТ,0.8,10
купечество,s,КПЧСТВ,0.9,10
купчиха,s,КПЧХ,1.2,7
капуччино,s,КПЧЧН,0.7,9
капюшон,s,КПШН,5,7
капище,s,КПЩ,2,6
край,s,КР,194,4
якорь,s,КР,25.9,5
кора,s,КР,18.8,4
икра,s,КР,15.5,4
кара,s,КР,7.1,4
укор,s,КР,4.9,4
корь,s,КР,4,4
кура,s,КР,1.7,4
каре,s,КР,1.2,4
кар,s,КР,1.1,3
крой,s,КР,1.1,4
акр,s,КР,1,3
курья,s,КР,0.7,5
кюри,s,КР,0.6,4
краб,s,КРБ,7.9,4
короб,s,КРБ,3.2,5
карбид,s,КРБД,1,6
коробка,s,КРБК,49,7
коробок,s,КРБК,4.7,7
корабль,s,КРБЛ,112.5,7
кораблик,s,КРБЛК,5,8
карболка,s,КРБЛК,0.5,8
кораблекрушение,s,КРБЛКРШН,1.3,15
кораблестроение,s,КРБЛСТРН,0.5,15
карабин,s,КРБН,7.9,7
карабинер,s,КРБНР,0.5,9
карбонат,s,КРБНТ,1.1,8
карбюратор,s,КРБРТР,1.3,10
карбас,s,КРБС,2.1,6
акробат,s,КРБТ,2.5,7
акробатика,s,КРБТК,1.1,10
коробочка,s,КРБЧК,11.6,9
кровь,s,КРВ,187.8,5
корова,s,КРВ,44.8,6
кривая,s,КРВ,12.8,6
кров,s,КРВ,3.8,4
курево,s,КРВ,3,6
каравай,s,КРВ,1.4,7
курва,s,КРВ,1,5
кривой,s,КРВ,0.5,6
кровообращение,s,КРВБРЩН,3.3,14
краевед,s,КРВД,1.1,7
кривда,s,КРВД,0.8,6
краеведение,s,КРВДН,0.6,11
кровожадность,s,КРВЖДНСТ,0.5,13
кровоизлияние,s,КРВЗЛН,1.9,13
кривизна,s,КРВЗН,1.8,8
коровка,s,КРВК,2.1,7
кровля,s,КРВЛ,7.5,6
каравелла,s,КРВЛЛ,0.7,9
корвалол,s,КРВЛЛ,0.5,8
караван,s,КРВН,6.2,7
коровник,s,КРВНК,2.8,8
кровинка,s,КРВНК,0.6,8
кровоподтек,s,КРВПДТК,1.2,11
кровопролитие,s,КРВПРЛТ,2.5,13
кровопускание,s,КРВПСКН,0.6,13
кровопотеря,s,КРВПТР,0.5,11
кровопийца,s,КРВПЦ,0.6,10
кровоснабжение,s,КРВСНБЖН,0.8,14
кровосос,s,КРВСС,0.8,8
кровать,s,КРВТ,88.4,7
корвет,s,КРВТ,1,6
кроватка,s,КРВТК,5.2,8
креветка,s,КРВТК,3.7,8
кровоток,s,КРВТК,0.8,8
кривотолки,s,КРВТЛК,0.5,10
кровотечение,s,КРВТЧН,3.9,12
кривич,s,КРВЧ,0.8,6
кровушка,s,КРВШК,0.8,8
кровища,s,КРВЩ,0.9,7
круг,s,КРГ,157.4,4
округ,s,КРГ,67.6,5
округа,s,КРГ,6.4,6
коряга,s,КРГ,2.2,6
карга,s,КРГ,1,5
курага,s,КРГ,0.9,6
крага,s,КРГ,0.6,5
кругооборот,s,КРГБРТ,0.5,11
круговорот,s,КРГВРТ,2.7,10
круговерть,s,КРГВРТ,1.4,10
киргиз,s,КРГЗ,1.4,6
керогаз,s,КРГЗ,0.5,7
кругозор,s,КРГЗР,4.6,8
кругляк,s,КРГЛК,0.5,7
округлость,s,КРГЛСТ,1.4,10
кругляш,s,КРГЛШ,0.7,7
курган,s,КРГН,5.1,6
кредо,s,КРД,3.1,5
курд,s,КРД,2.4,4
короед,s,КРД,0.6,6
кордебалет,s,КРДБЛТ,1.2,10
кардиограмма,s,КРДГРММ,1.3,12
кардиолог,s,КРДЛГ,1.1,9
кардиология,s,КРДЛГ,0.6,11
кордон,s,КРДН,3.7,6
краденое,s,КРДН,0.8,8
кардинал,s,КРДНЛ,4.1,8
координата,s,КРДНТ,15.2,10
координатор,s,КРДНТР,3.1,11
координация,s,КРДНЦ,12.2,11
коридор,s,КРДР,110.8,7
коридорный,s,КРДРН,0.7,10
коридорчик,s,КРДРЧК,2.4,10
кредит,s,КРДТ,58.2,6
кредитование,s,КРДТВН,13.2,12
кредитка,s,КРДТК,0.8,8
кредитор,s,КРДТР,22.4,8
кредитоспособность,s,КРДТСПСБНСТ,0.8,18
кража,s,КРЖ,9.2,5
кураж,s,КРЖ,2.9,5
кряж,s,КРЖ,1.2,4
корж,s,КРЖ,0.5,4
кружева,s,КРЖВ,3.7,7
кружево,s,КРЖВ,3.6,7
крыжовник,s,КРЖВНК,1.8,9
кружка,s,КРЖК,26.4,6
кружок,s,КРЖК,19.9,6
коржик,s,КРЖК,1.5,6
окружение,s,КРЖН,37,9
кружение,s,КРЖН,1.2,8
окружность,s,КРЖНСТ,4.2,10
окруженец,s,КРЖНЦ,0.5,9
кружочек,s,КРЖЧК,3.1,8
кружечка,s,КРЖЧК,0.8,8
окружающее,s,КРЖЩ,21,10
окружающие,s,КРЖЩ,4.4,10
круиз,s,КРЗ,2.7,5
курьез,s,КРЗ,2.5,6
криз,s,КРЗ,1.1,4
крез,s,КРЗ,0.6,4
корзина,s,КРЗН,19.4,7
укоризна,s,КРЗН,2.7,8
корзинка,s,КРЗНК,5.4,8
корзиночка,s,КРЗНЧК,1,10
кризис,s,КРЗС,53.2,6
крик,s,КРК,72.4,4
окурок,s,КРК,11.9,6
корка,s,КРК,9.1,5
крюк,s,КРК,9.1,4
курок,s,КРК,5.1,5
окрик,s,КРК,4.6,5
кирка,s,КРК,2.4,5
окорок,s,КРК,2.2,6
крэк,s,КРК,1.4,4
караоке,s,КРК,0.5,7
крокодил,s,КРКДЛ,10.7,8
каракуля,s,КРКЛ,1.4,8
каракуль,s,КРКЛ,0.6,8
куркуль,s,КРКЛ,0.5,7
крайком,s,КРКМ,1.4,7
крикун,s,КРКН,0.8,6
карканье,s,КРКН,0.5,8
каркас,s,КРКС,8.7,6
крокус,s,КРКС,0.9,6
крокет,s,КРКТ,0.5,6
карикатура,s,КРКТР,7.3,10
карикатурист,s,КРКТРСТ,1.1,12
каракатица,s,КРКТЦ,0.6,10
крыло,s,КРЛ,67.6,5
король,s,КРЛ,56.1,6
караул,s,КРЛ,9.3,6
карел,s,КРЛ,1,5
акрил,s,КРЛ,0.9,5
краля,s,КРЛ,0.7,5
кроль,s,КРЛ,0.6,5
карла,s,КРЛ,0.5,5
королева,s,КРЛВ,22.4,8
королевство,s,КРЛВСТВ,7.4,11
королевич,s,КРЛВЧ,3.2,9
кролик,s,КРЛК,11.9,6
карлик,s,КРЛК,6.4,6
курилка,s,КРЛК,2.5,7
караулка,s,КРЛК,1.4,8
коралл,s,КРЛЛ,2.3,6
кириллица,s,КРЛЛЦ,1.4,9
караульный,s,КРЛН,0.9,10
керлинг,s,КРЛНГ,0.8,7
крылатка,s,КРЛТК,1.3,8
крыльцо,s,КРЛЦ,35.8,7
карлица,s,КРЛЦ,0.9,7
крылечко,s,КРЛЧК,4.1,8
крылышко,s,КРЛШК,6,8
курильщик,s,КРЛЩК,2.6,9
крем,s,КРМ,24.5,4
корм,s,КРМ,12.2,4
корма,s,КРМ,9.4,5
карма,s,КРМ,2,5
караим,s,КРМ,0.6,6
кормежка,s,КРМЖК,1.6,8
кромка,s,КРМК,9.5,6
керамика,s,КРМК,4.4,8
крамола,s,КРМЛ,1.4,7
карамель,s,КРМЛ,1.2,8
кормило,s,КРМЛ,0.8,7
кремлевка,s,КРМЛВК,0.7,9
карамелька,s,КРМЛК,1,10
кормление,s,КРМЛН,6.2,9
окормление,s,КРМЛН,0.8,10
кормилец,s,КРМЛЦ,3.3,8
кормилица,s,КРМЛЦ,2.1,9
карман,s,КРМН,120.5,6
кремний,s,КРМН,4.4,7
кремень,s,КРМН,1.4,7
кремнезем,s,КРМНЗМ,1.2,9
криминал,s,КРМНЛ,6.8,8
криминализация,s,КРМНЛЗЦ,0.9,14
криминалист,s,КРМНЛСТ,1.1,11
криминалистика,s,КРМНЛСТК,0.8,14
криминалитет,s,КРМНЛТТ,0.6,12
карманник,s,КРМННК,1,9
кроманьонец,s,КРМННЦ,1.2,11
карманчик,s,КРМНЧК,0.8,9
коромысло,s,КРМСЛ,2.5,9
крематорий,s,КРМТР,3.4,10
кремация,s,КРМЦ,0.8,8
кормчий,s,КРМЧ,0.8,7
кормушка,s,КРМШК,3.6,8
